,text,BIO_anno
7384,之前试过他发信邀请我做卡，没回复，但是错过了。,O O O O O O O O O O O B-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
7385,工行不错。,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O
7386,出额度也不一定能借，比喻我就是,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O
7387,因为现在额度为了也没办法刷出来用了，想还款压力小一点，是不是办理展期最合适？,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O
7388,刚办的蓝牙u盾，什么不问，属外壳，像手机电池那么重，质量非常好,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
7389,问你里？也会处理一些,O O O O O O O O O O
7390,我工行首卡也是00第二个就申了二卡批了2w?然后就是终身2w了。。。,O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7391,工商运营下的k，年底出没提额。,B-BANK I-BANK O O O O O O O O O O O I-COMMENTS_N O
7392,主有存款？直申请的首卡？额度不错呀,O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O
7393,无任何款，首卡网申，秒批，都没一分钟就显示通过，就是不知道能不能养大点,O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ O
7394,1是银的利息，10k中介手续费。,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O
7395,确定么兄的我好心慌,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
7396,这还没到月，看你是电话销卡销卡后一月去柜台消的。工行电话销卡要等一年才能销户。电话销卡后去过柜台销卡就4生效了。如果是后者，换异地应当算首卡。必定要面...,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O
7397,现不是月。看是话卖卡是卡一个月后去专柜。,O O O O O O O O O B-PRODUCT O B-PRODUCT O O O O O O O O
7398,样的情况就是不需要你再操作什么了，直接提额,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
7399,融也占用信用卡额度？,B-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O
7400,你看我句话，什么时候加了了，面说的是融借，后面是说快贷，然后补一句不占信用卡，麻烦不要理解错误，没有这个也字...,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O
7401,两张不要都知道信用卡是双刃剑，让你用在刀刃上，创造价值。不是让你了无止境的消费,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
7402,配这意了,O O O O
7403,有只要通过u出来，然后调频信用卡,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT
7404,打分行卡部电话个老头的声音，你符合白金卡要求，不一定符合金卡要求,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O
7405,大了名的白金无下限，5千的白金都有,O O O O B-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT O O
7406,忽悠你！我有工行大白黑白菜，想申请个星座金卡。都秒拒！打分行卡部电话，一个老头的声音，你符合白金卡要求，不一定符合金卡要求...,O O O O O O B-BANK I-BANK O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O
7407,请问你这个申请度是一直可以查看吗？我6.11申请的，现在客户端还查不到进度、浦发的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7408,哦哦，查到了6-22提交受理，现在在调查审批中,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
7409,铁你是/10去审的吗？还是面审以后几天才开始出去受理页面？我下周要去银行面审了。你这期间信用卡用过吗？,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O
7410,你几个度？我距离放款估计半个月，反正期房越晚越好,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
7411,我-10号去了一次，因为东西填错了6-17又去了一次，我信用卡6-10～6-24期间没有用过信用卡。可以问贷款的人可不可以用。...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O
7412,这要问贷款经理，我是一个多月下款，一个进度条,O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O
7413,我准备组合的，好不容易才所有需要的文件准备齐全，结果今天售楼部说银行那边公积金准入还没有办好，太坑了。公积金贷款有时效性，我都好几个月没敢使用信用卡了，都...,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O
7414,你好。坐哪里？新房吗？贷款这么好批,O O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ
7415,ap办，大1个星期能到手，网点更快，几分钟搞定，不过有可能是耳机口的u盾,B-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O
7416,白天收款，当天晚上下夜，2点到3点到账,O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O
7417,昨天申请，今天刚审批通过，五万额度首卡啊:'(,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O
7418,刷不额吧提不行吧,O O O O B-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O
7419,以000，弄了步步为赢几个月，e融借出了五万的额度，直接借出来，和信用卡调平了，现在信用卡五万,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O
7420,么弄的，买入卖出吗，会不会亏,O O O O O O O O O O O O O B-COMMENTS_ADJ
7421,看公告吗，今年5月开始，工行的星级系统变成只计算资产值，有多少资产就有多少星星，其余刷什么都没用。,O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O
7422,确是改了，大家基本都进入缓冲期了，10月降级。不过那个官方的公告在哪儿看见的？,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O
7423,花鸡毛，他们银行查的话一看就明白了，我本来就三张卡显示十七个账户，没多大事,O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
7424,找公安要羁押，居留然后找银行客服，会给你链接上传证据，你说清楚就行了,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
7425,一次下卡五千，怒销！第次下卡一千，怒销！第三次终于两万，建行果然是建行,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-BANK I-BANK O O O B-BANK I-BANK
7426,银行看来你就值3000元??所以激活吧??让他看看你的还款能力可能会提升你额度?或者你在银行没有信用卡记录或没有在银行贷过款不相信你慢慢来吧...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O
7427,这个没有销户（虽是0，工商的建议去柜台，个月销户，如果是打电话的，可能需一年,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-BANK I-BANK O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O
7428,不影响我去办工行房贷，办理之前首付还差点，就用了中信的新快现，分了12期，贷款也过了,O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT O O O
7429,看银要求，一般会需要你结清负债，如果只有这2万的话，可能也不管,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O
7430,只有这两万，主要是提前结清利息全扣不划算,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
7431,老分期了少额，我在也是这种情况，担心不过,O B-PRODUCT I-PRODUCT O I-COMMENTS_ADJ I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
7432,哥，你款过没？我也到这样的问，信用卡有分期。,O O O I-PRODUCT O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O
7433,这个飞猪里级程么？需84000的积分换7000，这样是不是就飞猪F4会员了？,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O
7434,划算，招行经常做这样的活动,O O O B-BANK I-BANK O O O O O O O O
7435,优秀资质，工行有多少钻？,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
7436,不帮顶个会不会往下继续协商啊,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7437,实妈额度高的话，普卡金卡最好用,O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O
7438,工行容易,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ
7439,工行公积金的作用比砖大,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O
7440,自讨没趣，直接网申就好了，必网点看他们无奈的眼神或者白眼呢。,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
7441,工行20年开户时间了。。。用的少,B-BANK I-BANK O O O O O O O O O O O O O O
7442,网申可以了，下个兴业的app,O O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT
7443,4都能以上估计没了,O O O O O O O O O
7444,工行不能，平安应该还有,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK O O O O
7445,只有8连,B-COMMENTS_ADJ I-COMMENTS_ADJ O O
7446,私行，钻石，金，金卡可以让理财经理挑(但是最多也就是3A/4A连号)，普卡也是可以让理财帮忙挑，而且现在10连9连都不用想了，就说定制卡，9连沃德应该是可以(因为卡号数字...,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7447,私，钻石，白金，金卡可以让理经理挑(但是最多也就是3A/4A连号)，普卡也是可以让理财帮忙挑，而且现在1...,O O O O O O O O O O O O O B-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O
7448,优秀。同短信邀请，开户半个月还没寄卡。电话问网点，被各种质疑：你是网申的吗？短信，是不是没填资料？一般一星期就到，是不是还没批？...,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7449,棒?我还是没有动静?大妈更年期到了,B-COMMENTS_ADJ O O O O O O O O O O O O O O O O
7450,分享配额，小?,O O B-COMMENTS_N I-COMMENTS_N O O O
7451,卡里刷，很,B-PRODUCT O O O O
7452,支付宝微信能用信用卡付款吗,B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O
7453,我都去了来几个真实消费提额会快很多,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ
7454,发文，需要您的多多支持与鼓励~请问3136以后，可以用jcb的,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O
7455,出来就能直接调,O O O O O O O
7456,白卡哄小白的，聪明人都办大妈普卡金卡,B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT O O
7457,海白金以可以,I-BANK I-PRODUCT I-PRODUCT O O O
7458,额，行浦发,O O I-BANK B-BANK I-BANK
7459,停息挂账可以搞，教你啊,B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O
7460,解了??柜台了一个小时叫规范用卡不然下次只能销卡了,O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O B-PRODUCT O
7461,不出，你肯定到账立马转走一直这样招效还可以,O O O O O O O O O O O O O O O O B-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
7462,可能拒了下个融E联看看，我跟你一样??融E联有拒的短信,O O O O O O O O O O O O O O O O O O O O O O O O O O O
7463,都看开点菜2000也爱可是谁不想拥有一个漂亮额度,O O O O B-PRODUCT O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N
7464,了办一融e借，花了55大洋工本费…,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O
7465,能办下来的不是事儿，很多地方都不给办了,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O
7466,这说没有700k以上额度的资金流转是不给办u盾的，或者五星用户才可以免费办,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O
7467,有得苏州的银行都很多事，各种刁难外地人,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
7468,我黑卡一时候去山东办激活开手机银行都可以，建行有一张卡当年忘加挂手机银行了，回苏州建行网点告诉我要居住证明，工作证明，社保证明才能开，就连加挂都等同于...,O O B-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-BANK I-BANK O O O B-PRODUCT O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7469,啊，密码器的时候还限、日限两万呢，有了盾，大堂告诉我说有了这个日限500w，让我妥善保管,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
7470,另外就是我2W的额度，其中我了1.5W的融E借，如果没占用融e借的话，可能会被砍的更多,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O
7471,不是，应是你融E借出来的资金用途违反规定了，我用来还信用卡了，5,O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O
7472,关单位入职一年了大妈代发公积金社保齐全,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O
7473,也老的额度来用嘿嘿,O O O B-COMMENTS_N I-COMMENTS_N O O O O
7474,十万？想什么呢，那得多少砖的资质,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
7475,买理财基金就好快了,O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7476,有工商E分，建行分期通，中优客分期，招商闪电?贷。没有小贷，没有网贷,O B-BANK I-BANK O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O B-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT
7477,我18年4月冻的，每半年去一次，每次都是查询告诉我冻结，今天我会去看看，这次去是因为么久了工商突然发短信邀请我办卡了，我怀疑已经解封了，不然不会发给我...,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O O O O
7478,老哥，上个月底我下了华夏39000你还印象吗？我前天又在云闪付申请了浦发，又过了，批了12000。这银行也是奇怪，征信有逾期，你需要他的时候他是死活不过，你不怎么需要他...,O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O
7479,上是续申还提额？,O O O B-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O
7480,储蓄卡888888885需要多少钱呢？在线问,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O
7481,养大了在申请吧，不然你后面即使下也都是几千的菜卡，无意义,O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
7482,我看不是经常撸小贷，怎么会是白户呢。,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O
7483,问题是配银联卡吗？,O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT O O
7484,的白卡是什卡？用的都是一资吗,O B-PRODUCT I-PRODUCT O O O O O O O O O O O
7485,绝对抢提示点，已经到最后一步现在去约车我就关掉了。现在点数没扣掉，,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7486,达不到啊。所以一看到也吓一跳,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O
7487,我都没见过人民银行，这和招行app打出来一样吗？,O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O
7488,算这些全都分期，也得每月大约2万还款额，税后收入得远高于这个还款额吧,O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O
7489,原因是负债率高和硬查询多，休3-6月后再吧，把负债降一下和不要再增加查询。,O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O
7490,我在招行app上的征信跟我几个月的不一样，前段时间查还有好几个平台的逾期了，几天查了那些小平台的都没记录了，有的甚至结清了，我逾期7个月了...,O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
7491,星就办了么？黑财富卡有什么用呢？大佬们,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O
7492,上次和好友起去，友想办一个，要求是U盾绑定的银行卡上最少要有500万，这个还是最低要求。,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
7493,个搞点京东卡算了，一天一次，盒马卡才是最划算的，抢不到,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
7494,这都已半个多月了，有的大佬说三天或者七天能自动解封，现在感觉遥遥无期,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
7495,我的建设也，WD封了2次，第一次2天，第二次自己要去柜台，只能柜台取现金，卡也注销不了,O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O
7496,平安信用卡呀。还有什么方法,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O
7497,银e生活看能不能查到,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
7498,等开户就可以看到额度了，工商银行ap询进度,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT O O O
7499,2年没提，还是3k，招行渣渣,O O O O O O O O O O B-BANK I-BANK O O
7500,信都没有拉，直接批。,I-PRODUCT O O O O O O O O O
7501,【公务金】30k有效免，公务用,O O O O O O O O O O O O O O O
7502,这是一个宝家族收藏。,O O O O I-PRODUCT O O O O O
7503,首年免吧？基本个银行用卡都是的,O O O O O O O O O O I-PRODUCT I-PRODUCT O O O
7504,工行每年都有刷卡返现活动，等2次活动，一次刷10万就可以了，积分白撸,B-BANK I-BANK O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O
7505,是不是融e审核了能提出来才会提示你用密码器这些东西，如果拒了就不会提示这些，害你白忙活了吧？。,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O
7506,我现在还在商大厅运行的密码免费的。关键是年化10。,O O O O O I-BANK O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
7507,小招的已婚美国运通卡,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT
7508,样比如何,O O O O
7509,我也有收到。要查征信，不是预审额度。没经营快贷和容易借简单。容借和经营快贷都是直接预批了额度，点了秒下款。...,O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
7510,我也收到了。?信用信息，不是审前额度?哪里可以申请轻松贷款？怎么收利息？,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O
7511,楼主啥时候成任务，我3.10号成的任务现在没有返现呢，是不是太晚了,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7512,楼主什么时候完成务的？现在，我的到了。开心啊,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7513,工商数字无界卡30k,B-BANK I-BANK O O B-PRODUCT I-PRODUCT I-PRODUCT O O O
7514,卖了卡重申，额就还好吧,O O B-PRODUCT O O O B-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7515,还能卖了的，咋卖？？？都能操作,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
7516,二卡申请，应该也是共享额度吧,B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
7517,首卡3k。昨日已上车，还没拒，有戏吗,B-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_ADJ O O O O
7518,里申请啊中国工商银行app里没找到,O O O O O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O
7519,晚8点通一出卡号，其实已经批了，就看额度咋样了,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
7520,真的，，上面显示已受理,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
7521,已了，放心吧,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7522,信不般是查征信,O O O O O B-PRODUCT I-PRODUCT
7523,标准就不大白了,O O O O O O O
7524,行的标准白是大白，简约白是小白。,I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O
7525,中国：银联白、币白共享50K；,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O
7526,五万个额度还是可以的,O O O B-COMMENTS_N I-COMMENTS_N O O O O O
7527,七星少次目前六星,O O I-COMMENTS_ADJ O O O O O
7528,么证的？出示产房产什，正建行是很麻烦,O O O O O O O O O O O O B-BANK I-BANK O O O O
7529,工行没有宽限期吧，好人工问一下,B-BANK I-BANK O O O O O O O I-COMMENTS_ADJ O O O O O
7530,哎，这里也来屠了,O O O O O O O O
7531,我也是申请通过了开通失败，不知道怎么办？等工行的通知吧,O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O
7532,我里面连生肖白都看不到，只能看到生肖金卡级别的，是地区不支持还是我级别不够申请啊,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
7533,浙江了），我的也是线上看不到任何白金卡，杭州地区的……,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O
7534,护卡只能医护人员才能申请？,I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
